anomalie
control_20 / 2004-02-12 : non-port (moyenne 0.22 / minute)
control_20 / 2004-02-14 : non-port (moyenne 0.02 / minute)
control_20 / 2004-02-15 : non-port (moyenne 0.88 / minute)
control_20 / 2004-02-16 : signal constant (ecart-type 0.00)
control_21 / 2004-02-11 : trop peu de minutes actives (2.8%)
control_21 / 2004-02-12 : non-port (moyenne 0.07 / minute)
control_21 / 2004-02-13 : trop peu de minutes actives (1.8%)
control_21 / 2004-02-14 : non-port (moyenne 0.00 / minute)
control_21 / 2004-02-15 : non-port (moyenne 0.00 / minute)
control_21 / 2004-02-16 : non-port (moyenne 0.00 / minute)
control_21 / 2004-02-17 : trop peu de minutes actives (3.1%)
control_26 / 2004-03-10 : non-port (moyenne 0.03 / minute)
control_26 / 2004-03-11 : non-port (moyenne 0.04 / minute)
control_26 / 2004-03-12 : non-port (moyenne 0.11 / minute)
control_26 / 2004-03-13 : non-port (moyenne 0.03 / minute)
control_26 / 2004-03-14 : non-port (moyenne 0.00 / minute)
control_26 / 2004-03-15 : trop peu de minutes actives (0.8%)
control_29 / 2006-01-22 : signal constant (ecart-type 0.67)
control_3 / 2002-11-21 : non-port (moyenne 0.08 / minute)
control_3 / 2002-11-22 : trop peu de minutes actives (2.1%)
control_3 / 2002-11-23 : non-port (moyenne 0.00 / minute)
control_3 / 2002-11-24 : non-port (moyenne 0.00 / minute)
control_3 / 2002-11-25 : non-port (moyenne 0.00 / minute)
control_3 / 2002-11-26 : non-port (moyenne 0.00 / minute)
control_3 / 2002-11-27 : non-port (moyenne 0.00 / minute)
control_3 / 2002-11-28 : non-port (moyenne 0.14 / minute)
control_3 / 2002-11-29 : non-port (moyenne 0.00 / minute)
control_3 / 2002-11-30 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-01 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-02 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-03 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-04 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-05 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-06 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-07 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-08 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-09 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-10 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-11 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-12 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-13 : non-port (moyenne 0.01 / minute)
control_3 / 2002-12-14 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-15 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-16 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-17 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-18 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-19 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-20 : non-port (moyenne 0.00 / minute)
control_3 / 2002-12-21 : non-port (moyenne 0.00 / minute)
control_31 / 2003-03-30 : 1380 minutes
control_31 / 2003-04-02 : non-port (moyenne 0.05 / minute)
control_31 / 2003-04-03 : non-port (moyenne 0.43 / minute)
control_31 / 2003-04-04 : non-port (moyenne 0.01 / minute)
control_31 / 2003-04-05 : non-port (moyenne 0.02 / minute)
control_31 / 2003-04-06 : non-port (moyenne 0.01 / minute)
control_31 / 2003-04-07 : non-port (moyenne 0.00 / minute)
control_31 / 2003-04-08 : trop peu de minutes actives (3.8%)
control_31 / 2003-04-09 : non-port (moyenne 0.00 / minute)
control_31 / 2003-04-10 : trop peu de minutes actives (0.7%)
control_31 / 2003-04-11 : non-port (moyenne 0.00 / minute)
control_31 / 2003-04-12 : non-port (moyenne 0.00 / minute)
control_31 / 2003-04-13 : non-port (moyenne 0.00 / minute)
control_31 / 2003-04-14 : non-port (moyenne 0.00 / minute)
control_31 / 2003-04-15 : non-port (moyenne 0.00 / minute)
control_31 / 2003-04-16 : non-port (moyenne 0.01 / minute)
control_31 / 2003-04-17 : non-port (moyenne 0.00 / minute)
control_31 / 2003-04-18 : non-port (moyenne 0.00 / minute)
control_31 / 2003-04-19 : non-port (moyenne 0.00 / minute)
control_31 / 2003-04-20 : non-port (moyenne 0.00 / minute)
control_31 / 2003-04-21 : non-port (moyenne 0.00 / minute)
control_31 / 2003-04-22 : non-port (moyenne 0.00 / minute)
control_32 / 2003-03-30 : 1380 minutes
control_32 / 2003-04-02 : trop peu de minutes actives (2.1%)
control_32 / 2003-04-03 : non-port (moyenne 0.46 / minute)
control_32 / 2003-04-05 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-06 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-07 : non-port (moyenne 0.02 / minute)
control_32 / 2003-04-08 : non-port (moyenne 0.04 / minute)
control_32 / 2003-04-09 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-10 : trop peu de minutes actives (0.6%)
control_32 / 2003-04-11 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-12 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-13 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-14 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-15 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-16 : non-port (moyenne 0.01 / minute)
control_32 / 2003-04-17 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-18 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-19 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-20 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-21 : non-port (moyenne 0.00 / minute)
control_32 / 2003-04-22 : non-port (moyenne 0.00 / minute)
control_4 / 2002-11-13 : signal constant (ecart-type 0.50)
control_4 / 2002-11-16 : non-port (moyenne 0.67 / minute)
control_5 / 2003-02-20 : non-port (moyenne 0.81 / minute)
control_5 / 2003-02-22 : signal constant (ecart-type 0.51)
control_5 / 2003-02-23 : signal constant (ecart-type 0.91)
control_5 / 2003-03-01 : signal constant (ecart-type 1.00)
control_5 / 2003-03-02 : signal constant (ecart-type 0.87)
control_5 / 2003-03-03 : signal constant (ecart-type 0.00)
control_5 / 2003-03-04 : signal constant (ecart-type 0.64)
control_5 / 2003-03-07 : signal constant (ecart-type 0.11)
control_6 / 2003-03-30 : 1380 minutes
control_6 / 2003-04-08 : signal constant (ecart-type 0.46)
control_6 / 2003-04-09 : signal constant (ecart-type 0.38)
control_6 / 2003-04-11 : signal constant (ecart-type 0.00)
control_6 / 2003-04-12 : signal constant (ecart-type 0.00)
control_6 / 2003-04-13 : signal constant (ecart-type 0.97)
control_6 / 2003-04-14 : signal constant (ecart-type 0.94)
control_6 / 2003-04-15 : signal constant (ecart-type 0.23)
control_6 / 2003-04-16 : signal constant (ecart-type 0.59)
control_6 / 2003-04-21 : signal constant (ecart-type 0.88)
control_6 / 2003-04-22 : signal constant (ecart-type 0.95)
control_7 / 2003-03-30 : 1380 minutes
control_7 / 2003-04-03 : signal constant (ecart-type 0.79)
control_7 / 2003-04-09 : signal constant (ecart-type 0.00)
control_7 / 2003-04-11 : signal constant (ecart-type 0.52)
control_7 / 2003-04-12 : signal constant (ecart-type 0.00)
control_7 / 2003-04-13 : signal constant (ecart-type 0.28)
control_7 / 2003-04-14 : signal constant (ecart-type 0.28)
control_7 / 2003-04-16 : signal constant (ecart-type 0.66)
control_7 / 2003-04-17 : signal constant (ecart-type 0.80)
control_8 / 2003-11-19 : non-port (moyenne 0.98 / minute)
control_8 / 2003-11-22 : non-port (moyenne 0.00 / minute)
control_8 / 2003-11-23 : non-port (moyenne 0.00 / minute)
control_9 / 2003-11-28 : signal constant (ecart-type 0.92)
control_9 / 2003-11-29 : signal constant (ecart-type 0.46)
control_9 / 2003-11-30 : signal constant (ecart-type 0.00)
patient_10 / 2003-10-16 : non-port (moyenne 0.12 / minute)
patient_11 / 2003-10-26 : 1500 minutes
patient_11 / 2003-10-26 : horodatages dupliques (changement d'heure)
patient_12 / 2003-10-26 : 1500 minutes
patient_12 / 2003-10-26 : horodatages dupliques (changement d'heure)
patient_13 / 2003-10-26 : 1500 minutes
patient_13 / 2003-10-26 : horodatages dupliques (changement d'heure)
patient_14 / 2003-10-26 : 1500 minutes
patient_14 / 2003-10-26 : horodatages dupliques (changement d'heure)
patient_15 / 2003-10-26 : 1500 minutes
patient_15 / 2003-10-26 : horodatages dupliques (changement d'heure)
patient_16 / 2003-10-26 : 1500 minutes
patient_16 / 2003-10-26 : horodatages dupliques (changement d'heure)
patient_18 / 2003-11-22 : non-port (moyenne 0.00 / minute)
patient_18 / 2003-11-23 : non-port (moyenne 0.00 / minute)
patient_19 / 2004-01-24 : non-port (moyenne 0.00 / minute)
patient_19 / 2004-01-25 : non-port (moyenne 0.00 / minute)
patient_19 / 2004-01-26 : non-port (moyenne 0.00 / minute)
patient_20 / 2004-01-24 : non-port (moyenne 0.00 / minute)
patient_20 / 2004-01-25 : non-port (moyenne 0.00 / minute)
patient_20 / 2004-01-26 : non-port (moyenne 0.20 / minute)
patient_21 / 2004-02-11 : trop peu de minutes actives (1.2%)
patient_21 / 2004-02-12 : non-port (moyenne 0.09 / minute)
patient_21 / 2004-02-14 : signal constant (ecart-type 0.86)
patient_21 / 2004-02-15 : signal constant (ecart-type 0.29)
patient_21 / 2004-02-16 : signal constant (ecart-type 0.96)
patient_7 / 2003-10-08 : trop peu de minutes actives (2.4%)
patient_7 / 2003-10-09 : non-port (moyenne 0.07 / minute)
patient_7 / 2003-10-10 : non-port (moyenne 0.00 / minute)
patient_7 / 2003-10-11 : non-port (moyenne 0.00 / minute)
patient_7 / 2003-10-12 : non-port (moyenne 0.00 / minute)
patient_8 / 2003-10-08 : trop peu de minutes actives (2.6%)
patient_8 / 2003-10-09 : non-port (moyenne 0.06 / minute)
patient_8 / 2003-10-10 : non-port (moyenne 0.00 / minute)
patient_8 / 2003-10-11 : non-port (moyenne 0.00 / minute)
patient_8 / 2003-10-12 : non-port (moyenne 0.00 / minute)
patient_9 / 2003-10-08 : trop peu de minutes actives (2.6%)
patient_9 / 2003-10-09 : non-port (moyenne 0.06 / minute)
patient_9 / 2003-10-10 : non-port (moyenne 0.00 / minute)
patient_9 / 2003-10-11 : non-port (moyenne 0.00 / minute)
patient_9 / 2003-10-12 : non-port (moyenne 0.00 / minute)
